"ISO3","CountryName","WorldRMSE","WorldVars","ContRMSE","ContVars","RegRMSE","RegVars","Region1","Continent"
"SEN","Senegal",2.7938,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.8572,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",1.6621,"SPURBGROW, SPADOTFRT, SLTLFCACTMAZS, SLTLFACTIMAZS, AGLNDFRSTZS, SHDYNMORTMA, SPDYNCDRTIN, SHDTHMORTMA, SHDTHIMRT, SHDTH1519, SPPOP1014MA5Y, SPPOP7579FE5Y, SPPOP4044FE5Y, SPPOP5054MA5Y, SPPOP7074FE5Y, SPPOPAG05MAIN, SHIMMMEAS, ENATMMETHEGKTCE, ENATMMETHKTCE, SLUEMTOTLFEZS, SLSRVEMPLMAZS, ENATMNOXEEGKTCE, SLEMP1524SPFEZS, NECONGOVTCN, NYADJDRESGNZS, NEGDIFTOTCN, TXVALMRCHR1ZS, AGLNDAGRIK2, FPCPITOTL, TMVALMRCHR6ZS, TXVALMRCHR6ZS, TXVALMRCHR3ZS, BGGSRNFSVGDZS, NVINDTOTLKN, SHSTAOWADFEZS, SEENRPRIMFMZS","Western Africa","Africa"
"SLV","El Salvador",1.1827,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.8783,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",0.6517,"SHHTNTRETZS, SPADOTFRT, AGLNDFRSTZS, SGPENSXHREM, SPDYNLE00FEIN, SPDYNLE00IN, SHDYNMORT, SHDYN0509, SPPOP1014MA5Y, SPPOP1564FEZS, SPPOP0509MA5Y, SPPOP4044MA5Y, SPPOP80UPFE5Y, SPPOP4044FE5Y, SPPOP6064MA5Y, SPPOP5559MA, SPPOPAG03MAIN, SPPOP7074FE5Y, ITCELSETS, NYGDPMKTPKN, SHIMMIDPT, TMVALMRCHR1ZS, NECONTOTLCD, SLEMPVULNZS, SLEMPWORKFEZS, SLEMPSELFFEZS, NEGDIFTOTZS, AGCONFERTZS, NVAGREMPLKD, NYEXPCAPMKN, BMKLTDINVWDGDZS, NVINDMANFCN, BXGSRINSFZS","Central America","North America"
"SVK","Slovak Republic",1.1043,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.5751,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.661,"SHHTNTRETMAZS, SHHTNTRETZS, SHDYNMORTMA, SPPOP2529FE5Y, SPDYNIMRTIN, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP6569MA5Y, SPPOP7074MA5Y, SPPOP4044FE5Y, SPPOPAG03MAIN, ITCELSETSP2, NYGDPDEFLZS, TXVALMRCHRSZS, NEGDITOTLCN, TMVALMRCHRSZS, NYADJDNGYGNZS, NERSBGNFSCD, SLINDEMPLZS, SLINDEMPLMAZS, SLAGREMPLMAZS, SLAGREMPLZS, NECONTOTLZS, EGFECRNEWZS, NYGSRNFCYCN, ENATMCO2EKDGD, TMVALMRCHXDWD, BXGSRFCTYCD, NVAGREMPLKD, NVINDTOTLKDZG, BNKLTPTXLCD, NVINDEMPLKD, ISAIRPSGR","Eastern Europe","Europe"
"SVN","Slovenia",0.8384,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.5363,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.7592,"SHHTNPREVZS, ENPOPDNST, SHDYNNMRT, SHDYNMORT, SHDTHNMRT, SPPOP1564MAZS, NYGDPPCAPKD, NYGDPPCAPPPCD, NYADJDKAPGNZS, SLEMP1524SPZS, ERFSHCAPTMT, AGLNDAGRIZS, TXVALMRCHXDWD, NVMNFTECHZSUN, SMPOPREFGOR, NEGDIFTOTKN, NYGDYTOTLKN, BMGSRCMCPZS, FMASTDOMSCN, NVINDEMPLKD, ENATMCO2ELFZS, SEENRPRIMFMZS","Southern Europe","Europe"
"SWE","Sweden",1.6768,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4147,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.4928,"SPADOTFRT, AGLNDFRSTK2, NYADJAEDUGNZS, SHDYN2024, SHDTHMORT, SHDTHMORTFE, SPPOP1014MA5Y, SPPOP2024FE5Y, SPPOPAG01MAIN, SPPOPAG04FEIN, ITCELSETSP2, SLEMPWORKMAZS, SLUEMTOTLMAZS, AGLNDARBLHAPC, AGLNDAGRIZS, NVAGRTOTLCD, MSMILTOTLP1, AGCONFERTZS, TXVALMRCHXDWD, TMVALMRCHXDWD, SMPOPREFGOR, TMVALOTHRZSWT, BXGSRTRVLZS, TXVALTRVLZSWT, NVINDMANFKD, ENATMCO2ELFZS","Northern Europe","Europe"
"TGO","Togo",3.0119,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.6251,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",1.0534,"SPURBGROW, SPADOTFRT, SLTLFCACTMAZS, SLTLFACTIMAZS, AGLNDFRSTZS, SHDYNMORTMA, SPDYNCDRTIN, SHDTHMORTMA, SHDTHIMRT, SHDTH1519, SPPOP1014MA5Y, SPPOP7579FE5Y, SPPOP4044FE5Y, SPPOP5054MA5Y, SPPOP7074FE5Y, SPPOPAG05MAIN, SHIMMMEAS, ENATMMETHEGKTCE, ENATMMETHKTCE, SLUEMTOTLFEZS, SLSRVEMPLMAZS, ENATMNOXEEGKTCE, SLEMP1524SPFEZS, NECONGOVTCN, NYADJDRESGNZS, NEGDIFTOTCN, TXVALMRCHR1ZS, AGLNDAGRIK2, FPCPITOTL, TMVALMRCHR6ZS, TXVALMRCHR6ZS, TXVALMRCHR3ZS, BGGSRNFSVGDZS, NVINDTOTLKN, SHSTAOWADFEZS, SEENRPRIMFMZS","Western Africa","Africa"
"THA","Thailand",3.2221,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",100.6164,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",2.9504,"SPPOPGROW, SHHTNPREVMAZS, SPADOTFRT, SPPOP2529MA5Y, SPDYNCDRTIN, SHDYN1519, SHDTHMORTFE, SHDTHNMRT, SPDYNLE00MAIN, SPPOP4549FE5Y, SPPOP80UPFE5Y, SPPOP6569FE5Y, SPPOP7579FE5Y, SPPOP5054MA5Y, ENATMMETHEGKTCE, TMVALMRCHR5ZS, NECONPRVTCNAD, ENURBLCTY, NYTRFNCTRCD, NVINDMANFCN, BMGSRCMCPZS, NECONPRVTPCKD, SHSTAOB18MAZS, NVINDMANFKN, NYGDPFCSTCD, NYGDPFCSTKD, NVINDMANFKDZG","South-eastern Asia","Asia"
"TUN","Tunisia",0.8651,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",2.3087,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",3.0336,"SPPOPDPND, SPPOPGROW, SHHTNTRETMAZS, SPDYNTO65FEZS, SLTLFCACTFEZS, SLTLFCACTFMZS, SLTLFCACTZS, AGLNDFRSTK2, SPDYNLE00FEIN, SPPOP1519FE5Y, SPPOP80UPMA5Y, SPPOP80UPFE5Y, SPPOP5559FE5Y, NYGDPMINRRTZS, TXVALMRCHORZS, ENATMNOXEEGKTCE, EGFECRNEWZS, AGLNDARBLZS, NVAGRTOTLCD, NEGDISTKBCN, NYTRFNCTRCN, NVAGREMPLKD, NEIMPGNFSKDZG, BXGSRCMCPZS, BMGSRTRANZS","Northern Africa","Africa"
"TUR","Turkey",1.2376,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",162.1427,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",436.4546,"SHHTNTRETFEZS, AGLNDFRSTZS, ENPOPDNST, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1564FEZS, SPPOP1564MAZS, SPPOP1564TOZS, SPPOP3539MA5Y, SPPOP6569FE5Y, SPPOP4549MA5Y, SPPOP5559FE, SPDYNAMRTFE, NYGDPMKTPKDZG, NYGDPPCAPKDZG, TGVALTOTLGDZS, AGSRFTOTLK2, SLEMPMPYRFEZS, TXVALMRCHR5ZS, BNGSRFCTYCD, NVINDMANFZS, FMASTDOMSCN, NEGDIFTOTKDZG, FIRESTOTLCD, NYADJICTRGNZS, NYGNSICTRGNZS, SEENRPRIMFMZS","Western Asia","Asia"
"TZA","Tanzania",4.076,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",2.8501,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",7.3406,"SPADOTFRT, SGLAWOBHBMRNO, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP80UPMA5Y, SPPOP4549FE5Y, SPPOP5559FE, SPPOP6064FE5Y, SPPOP5054MA5Y, SPPOP5054MA, SPPOP6064MA, ITCELSETS, ITMLTMAINP2, NYGDPPCAPPPKD, TGVALTOTLGDZS, NYGNPPCAPPPCD, SLSRVEMPLZS, SLEMPVULNMAZS, SLEMP1524SPMAZS, ENATMCO2EPC, FPCPITOTL, TMVALMRCHR6ZS, ENURBLCTYURZS, NEGDISTKBCD, ENATMCO2ELFZS","Eastern Africa","Africa"
"UGA","Uganda",3.3167,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.4662,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",8.2019,"SPADOTFRT, SGLAWOBHBMRNO, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP80UPMA5Y, SPPOP4549FE5Y, SPPOP5559FE, SPPOP6064FE5Y, SPPOP5054MA5Y, SPPOP5054MA, SPPOP6064MA, ITCELSETS, ITMLTMAINP2, NYGDPPCAPPPKD, TGVALTOTLGDZS, NYGNPPCAPPPCD, SLSRVEMPLZS, SLEMPVULNMAZS, SLEMP1524SPMAZS, ENATMCO2EPC, FPCPITOTL, TMVALMRCHR6ZS, ENURBLCTYURZS, NEGDISTKBCD, ENATMCO2ELFZS","Eastern Africa","Africa"
"UKR","Ukraine",1.098,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.2329,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.9024,"SHHTNTRETMAZS, SHHTNTRETZS, SHDYNMORTMA, SPPOP2529FE5Y, SPDYNIMRTIN, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP6569MA5Y, SPPOP7074MA5Y, SPPOP4044FE5Y, SPPOPAG03MAIN, ITCELSETSP2, NYGDPDEFLZS, TXVALMRCHRSZS, NEGDITOTLCN, TMVALMRCHRSZS, NYADJDNGYGNZS, NERSBGNFSCD, SLINDEMPLZS, SLINDEMPLMAZS, SLAGREMPLMAZS, SLAGREMPLZS, NECONTOTLZS, EGFECRNEWZS, NYGSRNFCYCN, ENATMCO2EKDGD, TMVALMRCHXDWD, BXGSRFCTYCD, NVAGREMPLKD, NVINDTOTLKDZG, BNKLTPTXLCD, NVINDEMPLKD, ISAIRPSGR","Eastern Europe","Europe"
"URY","Uruguay",1.1899,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.3383,"SPADOTFRT, SPDYNIMRTFEIN, SPPOP4549FE5Y, SPPOPAG05FEIN, PANUSATLS, NYGDPFRSTRTZS, FPCPITOTL, PANUSPRVTPP, ERFSHAQUAMT, SMPOPREFG, NVINDEMPLKD, NVSRVEMPLKD",1.1549,"SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGLAWINDX, IMMIGRATION, SPDYNLE00IN, SPPOP3539FE5Y, SPPOP1014MA5Y, SPPOP0509FE5Y, SPPOP3539MA5Y, SPPOP2024MA5Y, SPPOP4549MA5Y, NYGDPMINRRTZS, SPDYNAMRTFE, NYGDPPCAPKDZG, NYADJDKAPGNZS, NEIMPGNFSZS, ENATMCO2EPC, NYGSRNFCYCD, NVAGRTOTLZS, NVINDTOTLZS, NVAGRTOTLKD, PANUSPRVTPP, NVSRVTOTLCN, BMKLTDINVWDGDZS, NVINDMANFZS, BMGSRCMCPZS, SHSTAOB18FEZS, SHSTAOB18MAZS, NVINDMANFKN, NYADJNNATCD, EGELCACCSURZS","South America","South America"
